ref_id,date,party,recommendation
233,3 décembre 1972,DS,non
233,3 décembre 1972,Rep.,non
233,3 décembre 1972,UDF,none
233,3 décembre 1972,PSL,none
233,3 décembre 1972,Lega,none
234,4 mars 1973,PRD,oui
234,4 mars 1973,PDC,oui
234,4 mars 1973,PS,oui
234,4 mars 1973,UDC,oui
234,4 mars 1973,PLS,non
234,4 mars 1973,AdI,oui
234,4 mars 1973,PEV,oui
234,4 mars 1973,PCS,none
234,4 mars 1973,PST,oui
234,4 mars 1973,POCH,liberté de vote
234,4 mars 1973,PES,none
234,4 mars 1973,DS,liberté de vote
234,4 mars 1973,Rep.,non
234,4 mars 1973,UDF,none
234,4 mars 1973,PSL,none
234,4 mars 1973,Lega,none
235,4 mars 1973,PRD,oui
235,4 mars 1973,PDC,oui
235,4 mars 1973,PS,oui
235,4 mars 1973,UDC,oui
235,4 mars 1973,PLS,oui
235,4 mars 1973,AdI,oui
235,4 mars 1973,PEV,oui
235,4 mars 1973,PCS,none
235,4 mars 1973,PST,oui
235,4 mars 1973,POCH,none
235,4 mars 1973,PES,none
235,4 mars 1973,DS,liberté de vote
235,4 mars 1973,Rep.,oui
235,4 mars 1973,UDF,none
235,4 mars 1973,PSL,none
235,4 mars 1973,Lega,none
236,20 mai 1973,PRD,oui
236,20 mai 1973,PDC,oui
236,20 mai 1973,PS,oui
236,20 mai 1973,UDC,oui
236,20 mai 1973,PLS,oui
236,20 mai 1973,AdI,oui
236,20 mai 1973,PEV,liberté de vote
236,20 mai 1973,PCS,none
236,20 mai 1973,PST,oui
236,20 mai 1973,POCH,none
236,20 mai 1973,PES,none
236,20 mai 1973,DS,liberté de vote
236,20 mai 1973,Rep.,liberté de vote
236,20 mai 1973,UDF,none
236,20 mai 1973,PSL,none
236,20 mai 1973,Lega,none
237,12 décembre 1973,PRD,oui
237,12 décembre 1973,PDC,oui
237,12 décembre 1973,PS,non
237,12 décembre 1973,UDC,oui
237,12 décembre 1973,PLS,oui
237,12 décembre 1973,AdI,oui
237,12 décembre 1973,PEV,oui
237,12 décembre 1973,PCS,none
237,12 décembre 1973,PST,non
237,12 décembre 1973,POCH,none
237,12 décembre 1973,PES,none
237,12 décembre 1973,DS,oui
237,12 décembre 1973,Rep.,oui
237,12 décembre 1973,UDF,none
237,12 décembre 1973,PSL,none
237,12 décembre 1973,Lega,none
238,12 décembre 1973,PRD,oui
238,12 décembre 1973,PDC,oui
238,12 décembre 1973,PS,oui
238,12 décembre 1973,UDC,oui
238,12 décembre 1973,PLS,oui
238,12 décembre 1973,AdI,oui
238,12 décembre 1973,PEV,oui
238,12 décembre 1973,PCS,none
238,12 décembre 1973,PST,non
238,12 décembre 1973,POCH,none
238,12 décembre 1973,PES,none
238,12 décembre 1973,DS,oui
238,12 décembre 1973,Rep.,oui
238,12 décembre 1973,UDF,none
238,12 décembre 1973,PSL,none
238,12 décembre 1973,Lega,none
239,12 décembre 1973,PRD,oui
239,12 décembre 1973,PDC,oui
239,12 décembre 1973,PS,oui
239,12 décembre 1973,UDC,oui
239,12 décembre 1973,PLS,oui
239,12 décembre 1973,AdI,oui
239,12 décembre 1973,PEV,oui
239,12 décembre 1973,PCS,none
239,12 décembre 1973,PST,oui
239,12 décembre 1973,POCH,none
239,12 décembre 1973,PES,none
239,12 décembre 1973,DS,oui
239,12 décembre 1973,Rep.,oui
239,12 décembre 1973,UDF,none
239,12 décembre 1973,PSL,none
239,12 décembre 1973,Lega,none
240,12 décembre 1973,PRD,oui
240,12 décembre 1973,PDC,oui
240,12 décembre 1973,PS,oui
240,12 décembre 1973,UDC,oui
240,12 décembre 1973,PLS,oui
240,12 décembre 1973,AdI,oui
240,12 décembre 1973,PEV,oui
240,12 décembre 1973,PCS,none
240,12 décembre 1973,PST,oui
240,12 décembre 1973,POCH,none
240,12 décembre 1973,PES,none
240,12 décembre 1973,DS,oui
240,12 décembre 1973,Rep.,oui
240,12 décembre 1973,UDF,none
240,12 décembre 1973,PSL,none
240,12 décembre 1973,Lega,none
241,12 décembre 1973,PRD,oui
241,12 décembre 1973,PDC,oui
241,12 décembre 1973,PS,oui
241,12 décembre 1973,UDC,oui
241,12 décembre 1973,PLS,oui
241,12 décembre 1973,AdI,oui
241,12 décembre 1973,PEV,oui
241,12 décembre 1973,PCS,none
241,12 décembre 1973,PST,oui
241,12 décembre 1973,POCH,none
241,12 décembre 1973,PES,none
241,12 décembre 1973,DS,oui
241,12 décembre 1973,Rep.,oui
241,12 décembre 1973,UDF,none
241,12 décembre 1973,PSL,none
241,12 décembre 1973,Lega,none
242,20 octobre 1974,PRD,non
242,20 octobre 1974,PDC,non
242,20 octobre 1974,PS,non
242,20 octobre 1974,UDC,non
242,20 octobre 1974,PLS,non
242,20 octobre 1974,AdI,non
242,20 octobre 1974,PEV,non
242,20 octobre 1974,PCS,none
242,20 octobre 1974,PST,non
242,20 octobre 1974,POCH,none
242,20 octobre 1974,PES,none
242,20 octobre 1974,DS,oui
242,20 octobre 1974,Rep.,non
242,20 octobre 1974,UDF,none
242,20 octobre 1974,PSL,none
242,20 octobre 1974,Lega,none
243,8 décembre 1974,PRD,oui
243,8 décembre 1974,PDC,oui
243,8 décembre 1974,PS,oui
243,8 décembre 1974,UDC,oui
243,8 décembre 1974,PLS,oui
243,8 décembre 1974,AdI,non
243,8 décembre 1974,PEV,oui
243,8 décembre 1974,PCS,none
243,8 décembre 1974,PST,non
243,8 décembre 1974,POCH,non
243,8 décembre 1974,PES,none
243,8 décembre 1974,DS,non
243,8 décembre 1974,Rep.,non
243,8 décembre 1974,UDF,none
243,8 décembre 1974,PSL,none
243,8 décembre 1974,Lega,none
244,8 décembre 1974,PRD,oui
244,8 décembre 1974,PDC,oui
244,8 décembre 1974,PS,non
244,8 décembre 1974,UDC,oui
244,8 décembre 1974,PLS,oui
244,8 décembre 1974,AdI,liberté de vote
244,8 décembre 1974,PEV,oui
244,8 décembre 1974,PCS,none
244,8 décembre 1974,PST,non
244,8 décembre 1974,POCH,non
244,8 décembre 1974,PES,none
244,8 décembre 1974,DS,oui
244,8 décembre 1974,Rep.,non
244,8 décembre 1974,UDF,none
244,8 décembre 1974,PSL,none
244,8 décembre 1974,Lega,none
245.1,8 décembre 1974,PRD,non
245.1,8 décembre 1974,PDC,non
245.1,8 décembre 1974,PS,oui
245.1,8 décembre 1974,UDC,non
245.1,8 décembre 1974,PLS,non
245.1,8 décembre 1974,AdI,non
245.1,8 décembre 1974,PEV,liberté de vote
245.1,8 décembre 1974,PCS,none
245.1,8 décembre 1974,PST,oui
245.1,8 décembre 1974,POCH,oui
245.1,8 décembre 1974,PES,none
245.1,8 décembre 1974,DS,non
245.1,8 décembre 1974,Rep.,non
245.1,8 décembre 1974,UDF,none
245.1,8 décembre 1974,PSL,none
245.1,8 décembre 1974,Lega,none
245.2,8 décembre 1974,PRD,none
245.2,8 décembre 1974,PDC,none
245.2,8 décembre 1974,PS,none
245.2,8 décembre 1974,UDC,none
245.2,8 décembre 1974,PLS,none
245.2,8 décembre 1974,AdI,none
245.2,8 décembre 1974,PEV,none
245.2,8 décembre 1974,PCS,none
245.2,8 décembre 1974,PST,none
245.2,8 décembre 1974,POCH,none
245.2,8 décembre 1974,PES,none
245.2,8 décembre 1974,DS,none
245.2,8 décembre 1974,Rep.,none
245.2,8 décembre 1974,UDF,none
245.2,8 décembre 1974,PSL,none
245.2,8 décembre 1974,Lega,none
246,2 mars 1975,PRD,oui
246,2 mars 1975,PDC,oui
246,2 mars 1975,PS,oui
246,2 mars 1975,UDC,oui
246,2 mars 1975,PLS,non
246,2 mars 1975,AdI,oui
246,2 mars 1975,PEV,oui
246,2 mars 1975,PCS,none
246,2 mars 1975,PST,non
246,2 mars 1975,POCH,none
246,2 mars 1975,PES,none
246,2 mars 1975,DS,liberté de vote
246,2 mars 1975,Rep.,non
246,2 mars 1975,UDF,none
246,2 mars 1975,PSL,none
246,2 mars 1975,Lega,none
247,8 juin 1975,PRD,oui
247,8 juin 1975,PDC,oui
247,8 juin 1975,PS,oui
247,8 juin 1975,UDC,oui
247,8 juin 1975,PLS,oui
247,8 juin 1975,AdI,oui
247,8 juin 1975,PEV,oui
247,8 juin 1975,PCS,none
247,8 juin 1975,PST,oui
247,8 juin 1975,POCH,non
247,8 juin 1975,PES,none
247,8 juin 1975,DS,oui
247,8 juin 1975,Rep.,oui
247,8 juin 1975,UDF,none
247,8 juin 1975,PSL,none
247,8 juin 1975,Lega,none
248,8 juin 1975,PRD,oui
248,8 juin 1975,PDC,oui
248,8 juin 1975,PS,oui
248,8 juin 1975,UDC,oui
248,8 juin 1975,PLS,oui
248,8 juin 1975,AdI,non
248,8 juin 1975,PEV,oui
248,8 juin 1975,PCS,none
248,8 juin 1975,PST,non
248,8 juin 1975,POCH,none
248,8 juin 1975,PES,none
248,8 juin 1975,DS,non
248,8 juin 1975,Rep.,non
248,8 juin 1975,UDF,none
248,8 juin 1975,PSL,none
248,8 juin 1975,Lega,none
249,8 juin 1975,PRD,oui
249,8 juin 1975,PDC,oui
249,8 juin 1975,PS,non
249,8 juin 1975,UDC,oui
249,8 juin 1975,PLS,oui
249,8 juin 1975,AdI,non
249,8 juin 1975,PEV,oui
249,8 juin 1975,PCS,none
249,8 juin 1975,PST,non
249,8 juin 1975,POCH,none
249,8 juin 1975,PES,none
249,8 juin 1975,DS,non
249,8 juin 1975,Rep.,non
249,8 juin 1975,UDF,none
249,8 juin 1975,PSL,none
249,8 juin 1975,Lega,none
250,8 juin 1975,PRD,oui
250,8 juin 1975,PDC,oui
250,8 juin 1975,PS,oui
250,8 juin 1975,UDC,oui
250,8 juin 1975,PLS,oui
250,8 juin 1975,AdI,oui
250,8 juin 1975,PEV,non
250,8 juin 1975,PCS,none
250,8 juin 1975,PST,oui
250,8 juin 1975,POCH,none
250,8 juin 1975,PES,none
250,8 juin 1975,DS,non
250,8 juin 1975,Rep.,non
250,8 juin 1975,UDF,none
250,8 juin 1975,PSL,none
250,8 juin 1975,Lega,none
251,8 juin 1975,PRD,oui
251,8 juin 1975,PDC,oui
251,8 juin 1975,PS,non
251,8 juin 1975,UDC,oui
251,8 juin 1975,PLS,oui
251,8 juin 1975,AdI,oui
251,8 juin 1975,PEV,oui
251,8 juin 1975,PCS,none
251,8 juin 1975,PST,non
251,8 juin 1975,POCH,none
251,8 juin 1975,PES,none
251,8 juin 1975,DS,oui
251,8 juin 1975,Rep.,oui
251,8 juin 1975,UDF,none
251,8 juin 1975,PSL,none
251,8 juin 1975,Lega,none
252,7 décembre 1975,PRD,oui
252,7 décembre 1975,PDC,oui
252,7 décembre 1975,PS,oui
252,7 décembre 1975,UDC,oui
252,7 décembre 1975,PLS,oui
252,7 décembre 1975,AdI,oui
252,7 décembre 1975,PEV,oui
252,7 décembre 1975,PCS,none
252,7 décembre 1975,PST,oui
252,7 décembre 1975,POCH,oui
252,7 décembre 1975,PES,none
252,7 décembre 1975,DS,oui
252,7 décembre 1975,Rep.,oui
252,7 décembre 1975,UDF,none
252,7 décembre 1975,PSL,none
252,7 décembre 1975,Lega,none
253,7 décembre 1975,PRD,oui
253,7 décembre 1975,PDC,oui
253,7 décembre 1975,PS,oui
253,7 décembre 1975,UDC,oui
253,7 décembre 1975,PLS,oui
253,7 décembre 1975,AdI,oui
253,7 décembre 1975,PEV,oui
253,7 décembre 1975,PCS,none
253,7 décembre 1975,PST,oui
253,7 décembre 1975,POCH,oui
253,7 décembre 1975,PES,none
253,7 décembre 1975,DS,oui
253,7 décembre 1975,Rep.,oui
253,7 décembre 1975,UDF,none
253,7 décembre 1975,PSL,none
253,7 décembre 1975,Lega,none
254,7 décembre 1975,PRD,oui
254,7 décembre 1975,PDC,oui
254,7 décembre 1975,PS,liberté de vote
254,7 décembre 1975,UDC,oui
254,7 décembre 1975,PLS,oui
254,7 décembre 1975,AdI,non
254,7 décembre 1975,PEV,oui
254,7 décembre 1975,PCS,none
254,7 décembre 1975,PST,none
254,7 décembre 1975,POCH,none
254,7 décembre 1975,PES,none
254,7 décembre 1975,DS,oui
254,7 décembre 1975,Rep.,oui
254,7 décembre 1975,UDF,none
254,7 décembre 1975,PSL,none
254,7 décembre 1975,Lega,none
255.1,21 mars 1976,PRD,non
255.1,21 mars 1976,PDC,non
255.1,21 mars 1976,PS,oui
255.1,21 mars 1976,UDC,non
255.1,21 mars 1976,PLS,non
255.1,21 mars 1976,AdI,oui
255.1,21 mars 1976,PEV,oui
255.1,21 mars 1976,PCS,none
255.1,21 mars 1976,PST,oui
255.1,21 mars 1976,POCH,oui
255.1,21 mars 1976,PES,none
255.1,21 mars 1976,DS,non
255.1,21 mars 1976,Rep.,non
255.1,21 mars 1976,UDF,none
255.1,21 mars 1976,PSL,none
255.1,21 mars 1976,Lega,none
255.2,21 mars 1976,PRD,none
255.2,21 mars 1976,PDC,none
255.2,21 mars 1976,PS,none
255.2,21 mars 1976,UDC,none
255.2,21 mars 1976,PLS,none
255.2,21 mars 1976,AdI,none
255.2,21 mars 1976,PEV,none
255.2,21 mars 1976,PCS,none
255.2,21 mars 1976,PST,none
255.2,21 mars 1976,POCH,none
255.2,21 mars 1976,PES,none
255.2,21 mars 1976,DS,none
255.2,21 mars 1976,Rep.,none
255.2,21 mars 1976,UDF,none
255.2,21 mars 1976,PSL,none
255.2,21 mars 1976,Lega,none
256,21 mars 1976,PRD,non
256,21 mars 1976,PDC,non
256,21 mars 1976,PS,non
256,21 mars 1976,UDC,liberté de vote
256,21 mars 1976,PLS,non
256,21 mars 1976,AdI,oui
256,21 mars 1976,PEV,non
256,21 mars 1976,PCS,none
256,21 mars 1976,PST,liberté de vote
256,21 mars 1976,POCH,liberté de vote
256,21 mars 1976,PES,none
256,21 mars 1976,DS,liberté de vote
256,21 mars 1976,Rep.,non
256,21 mars 1976,UDF,none
256,21 mars 1976,PSL,none
256,21 mars 1976,Lega,none
257,13 juin 1976,PRD,oui
257,13 juin 1976,PDC,oui
257,13 juin 1976,PS,oui
257,13 juin 1976,UDC,oui
257,13 juin 1976,PLS,non
257,13 juin 1976,AdI,oui
257,13 juin 1976,PEV,oui
257,13 juin 1976,PCS,none
257,13 juin 1976,PST,oui
257,13 juin 1976,POCH,liberté de vote
257,13 juin 1976,PES,none
257,13 juin 1976,DS,oui
257,13 juin 1976,Rep.,non
257,13 juin 1976,UDF,none
257,13 juin 1976,PSL,none
257,13 juin 1976,Lega,none
258,13 juin 1976,PRD,oui
258,13 juin 1976,PDC,oui
258,13 juin 1976,PS,oui
258,13 juin 1976,UDC,oui
258,13 juin 1976,PLS,oui
258,13 juin 1976,AdI,oui
258,13 juin 1976,PEV,oui
258,13 juin 1976,PCS,none
258,13 juin 1976,PST,oui
258,13 juin 1976,POCH,non
258,13 juin 1976,PES,none
258,13 juin 1976,DS,non
258,13 juin 1976,Rep.,non
258,13 juin 1976,UDF,none
258,13 juin 1976,PSL,none
258,13 juin 1976,Lega,none
259,13 juin 1976,PRD,oui
259,13 juin 1976,PDC,oui
259,13 juin 1976,PS,oui
259,13 juin 1976,UDC,oui
259,13 juin 1976,PLS,oui
259,13 juin 1976,AdI,oui
259,13 juin 1976,PEV,oui
259,13 juin 1976,PCS,none
259,13 juin 1976,PST,oui
259,13 juin 1976,POCH,oui
259,13 juin 1976,PES,none
259,13 juin 1976,DS,oui
259,13 juin 1976,Rep.,liberté de vote
259,13 juin 1976,UDF,none
259,13 juin 1976,PSL,none
259,13 juin 1976,Lega,none
260,26 septembre 1976,PRD,oui
260,26 septembre 1976,PDC,oui
260,26 septembre 1976,PS,non
260,26 septembre 1976,UDC,oui
260,26 septembre 1976,PLS,oui
260,26 septembre 1976,AdI,liberté de vote
260,26 septembre 1976,PEV,oui
260,26 septembre 1976,PCS,none
260,26 septembre 1976,PST,non
260,26 septembre 1976,POCH,non
260,26 septembre 1976,PES,none
260,26 septembre 1976,DS,oui
260,26 septembre 1976,Rep.,oui
260,26 septembre 1976,UDF,none
260,26 septembre 1976,PSL,none
260,26 septembre 1976,Lega,none
261,26 septembre 1976,PRD,non
261,26 septembre 1976,PDC,non
261,26 septembre 1976,PS,oui
261,26 septembre 1976,UDC,non
261,26 septembre 1976,PLS,non
261,26 septembre 1976,AdI,non
261,26 septembre 1976,PEV,non
261,26 septembre 1976,PCS,none
261,26 septembre 1976,PST,oui
261,26 septembre 1976,POCH,oui
261,26 septembre 1976,PES,none
261,26 septembre 1976,DS,non
261,26 septembre 1976,Rep.,non
261,26 septembre 1976,UDF,none
261,26 septembre 1976,PSL,none
261,26 septembre 1976,Lega,none
262,5 décembre 1976,PRD,oui
262,5 décembre 1976,PDC,oui
262,5 décembre 1976,PS,oui
262,5 décembre 1976,UDC,oui
262,5 décembre 1976,PLS,oui
262,5 décembre 1976,AdI,oui
262,5 décembre 1976,PEV,oui
262,5 décembre 1976,PCS,none
262,5 décembre 1976,PST,oui
262,5 décembre 1976,POCH,non
262,5 décembre 1976,PES,none
262,5 décembre 1976,DS,oui
262,5 décembre 1976,Rep.,oui
262,5 décembre 1976,UDF,none
262,5 décembre 1976,PSL,none
262,5 décembre 1976,Lega,none
263,5 décembre 1976,PRD,oui
263,5 décembre 1976,PDC,oui
263,5 décembre 1976,PS,oui
263,5 décembre 1976,UDC,oui
263,5 décembre 1976,PLS,liberté de vote
263,5 décembre 1976,AdI,oui
263,5 décembre 1976,PEV,oui
263,5 décembre 1976,PCS,none
263,5 décembre 1976,PST,oui
263,5 décembre 1976,POCH,oui
263,5 décembre 1976,PES,none
263,5 décembre 1976,DS,oui
263,5 décembre 1976,Rep.,non
263,5 décembre 1976,UDF,none
263,5 décembre 1976,PSL,none
263,5 décembre 1976,Lega,none
264,5 décembre 1976,PRD,non
264,5 décembre 1976,PDC,non
264,5 décembre 1976,PS,oui
264,5 décembre 1976,UDC,non
264,5 décembre 1976,PLS,non
264,5 décembre 1976,AdI,non
264,5 décembre 1976,PEV,non
264,5 décembre 1976,PCS,none
264,5 décembre 1976,PST,oui
264,5 décembre 1976,POCH,oui
264,5 décembre 1976,PES,none
264,5 décembre 1976,DS,non
264,5 décembre 1976,Rep.,non
264,5 décembre 1976,UDF,none
264,5 décembre 1976,PSL,none
264,5 décembre 1976,Lega,none
265,13 mars 1977,PRD,non
265,13 mars 1977,PDC,non
265,13 mars 1977,PS,non
265,13 mars 1977,UDC,non
265,13 mars 1977,PLS,non
265,13 mars 1977,AdI,non
265,13 mars 1977,PEV,non
265,13 mars 1977,PCS,none
265,13 mars 1977,PST,non
265,13 mars 1977,POCH,non
265,13 mars 1977,PES,none
265,13 mars 1977,DS,oui
265,13 mars 1977,Rep.,oui
265,13 mars 1977,UDF,none
265,13 mars 1977,PSL,none
265,13 mars 1977,Lega,none
266,13 mars 1977,PRD,non
266,13 mars 1977,PDC,non
266,13 mars 1977,PS,non
266,13 mars 1977,UDC,non
266,13 mars 1977,PLS,non
266,13 mars 1977,AdI,non
266,13 mars 1977,PEV,non
266,13 mars 1977,PCS,none
266,13 mars 1977,PST,non
266,13 mars 1977,POCH,non
266,13 mars 1977,PES,none
266,13 mars 1977,DS,oui
266,13 mars 1977,Rep.,oui
266,13 mars 1977,UDF,none
266,13 mars 1977,PSL,none
266,13 mars 1977,Lega,none
267.1,13 mars 1977,PRD,non
267.1,13 mars 1977,PDC,non
267.1,13 mars 1977,PS,non
267.1,13 mars 1977,UDC,non
267.1,13 mars 1977,PLS,non
267.1,13 mars 1977,AdI,non
267.1,13 mars 1977,PEV,non
267.1,13 mars 1977,PCS,none
267.1,13 mars 1977,PST,non
267.1,13 mars 1977,POCH,non
267.1,13 mars 1977,PES,none
267.1,13 mars 1977,DS,oui
267.1,13 mars 1977,Rep.,oui
267.1,13 mars 1977,UDF,none
267.1,13 mars 1977,PSL,none
267.1,13 mars 1977,Lega,none
267.2,13 mars 1977,PRD,none
267.2,13 mars 1977,PDC,none
267.2,13 mars 1977,PS,none
267.2,13 mars 1977,UDC,none
267.2,13 mars 1977,PLS,none
267.2,13 mars 1977,AdI,none
267.2,13 mars 1977,PEV,none
267.2,13 mars 1977,PCS,none
267.2,13 mars 1977,PST,none
267.2,13 mars 1977,POCH,none
267.2,13 mars 1977,PES,none
267.2,13 mars 1977,DS,none
267.2,13 mars 1977,Rep.,none
267.2,13 mars 1977,UDF,none
267.2,13 mars 1977,PSL,none
267.2,13 mars 1977,Lega,none
268,12 juin 1977,PRD,oui
268,12 juin 1977,PDC,oui
268,12 juin 1977,PS,oui
268,12 juin 1977,UDC,oui
268,12 juin 1977,PLS,oui
268,12 juin 1977,AdI,non
268,12 juin 1977,PEV,oui
268,12 juin 1977,PCS,none
268,12 juin 1977,PST,non
268,12 juin 1977,POCH,non
268,12 juin 1977,PES,none
268,12 juin 1977,DS,non
268,12 juin 1977,Rep.,non
268,12 juin 1977,UDF,none
268,12 juin 1977,PSL,none
268,12 juin 1977,Lega,none
269,12 juin 1977,PRD,oui
269,12 juin 1977,PDC,oui
269,12 juin 1977,PS,oui
269,12 juin 1977,UDC,oui
269,12 juin 1977,PLS,non
269,12 juin 1977,AdI,oui
269,12 juin 1977,PEV,oui
269,12 juin 1977,PCS,none
269,12 juin 1977,PST,non
269,12 juin 1977,POCH,oui
269,12 juin 1977,PES,none
269,12 juin 1977,DS,oui
269,12 juin 1977,Rep.,liberté de vote
269,12 juin 1977,UDF,none
