ref_id,date,party,recommendation
No 324,2 décembre 1984 1984,AdI,oui
No 324,2 décembre 1984 1984,PEV,oui
No 324,2 décembre 1984 1984,PCS,none
No 324,2 décembre 1984 1984,PST,oui
No 324,2 décembre 1984 1984,POCH,oui
No 324,2 décembre 1984 1984,PES,oui
No 324,2 décembre 1984 1984,DS,oui
No 324,2 décembre 1984 1984,UDF,oui
No 324,2 décembre 1984 1984,PSL,oui
No 324,2 décembre 1984 1984,Lega,none
No 325,2 décembre 1984 1984,PRD,oui
No 325,2 décembre 1984 1984,PDC,oui
No 325,2 décembre 1984 1984,PS,oui
No 325,2 décembre 1984 1984,UDC,oui
No 325,2 décembre 1984 1984,PLS,oui
No 325,2 décembre 1984 1984,AdI,oui
No 325,2 décembre 1984 1984,PEV,oui
No 325,2 décembre 1984 1984,PCS,none
No 325,2 décembre 1984 1984,PST,oui
No 325,2 décembre 1984 1984,POCH,oui
No 325,2 décembre 1984 1984,PES,oui
No 325,2 décembre 1984 1984,DS,oui
No 325,2 décembre 1984 1984,UDF,oui
No 325,2 décembre 1984 1984,PSL,oui
No 325,2 décembre 1984 1984,Lega,none
No 326,10 mars 1985 1985,PRD,oui
No 326,10 mars 1985 1985,PDC,oui
No 326,10 mars 1985 1985,PS,oui
No 326,10 mars 1985 1985,UDC,oui
No 326,10 mars 1985 1985,PLS,oui
No 326,10 mars 1985 1985,AdI,oui
No 326,10 mars 1985 1985,PEV,oui
No 326,10 mars 1985 1985,PCS,none
No 326,10 mars 1985 1985,PST,non
No 326,10 mars 1985 1985,POCH,non
No 326,10 mars 1985 1985,PES,none
No 326,10 mars 1985 1985,DS,oui
No 326,10 mars 1985 1985,UDF,oui
No 326,10 mars 1985 1985,PSL,oui
No 326,10 mars 1985 1985,Lega,none
No 327,10 mars 1985 1985,PRD,oui
No 327,10 mars 1985 1985,PDC,oui
No 327,10 mars 1985 1985,PS,oui
No 327,10 mars 1985 1985,UDC,oui
No 327,10 mars 1985 1985,PLS,oui
No 327,10 mars 1985 1985,AdI,oui
No 327,10 mars 1985 1985,PEV,oui
No 327,10 mars 1985 1985,PCS,none
No 327,10 mars 1985 1985,PST,non
No 327,10 mars 1985 1985,POCH,non
No 327,10 mars 1985 1985,PES,none
No 327,10 mars 1985 1985,DS,oui
No 327,10 mars 1985 1985,UDF,oui
No 327,10 mars 1985 1985,PSL,oui
No 327,10 mars 1985 1985,Lega,none
No 328,10 mars 1985 1985,PRD,oui
No 328,10 mars 1985 1985,PDC,oui
No 328,10 mars 1985 1985,PS,non
No 328,10 mars 1985 1985,UDC,oui
No 328,10 mars 1985 1985,PLS,oui
No 328,10 mars 1985 1985,AdI,non
No 328,10 mars 1985 1985,PEV,non
No 328,10 mars 1985 1985,PCS,none
No 328,10 mars 1985 1985,PST,non
No 328,10 mars 1985 1985,POCH,non
No 328,10 mars 1985 1985,PES,none
No 328,10 mars 1985 1985,DS,non
No 328,10 mars 1985 1985,UDF,oui
No 328,10 mars 1985 1985,PSL,oui
No 328,10 mars 1985 1985,Lega,none
No 329,10 mars 1985 1985,PRD,non
No 329,10 mars 1985 1985,PDC,non
No 329,10 mars 1985 1985,PS,oui
No 329,10 mars 1985 1985,UDC,non
No 329,10 mars 1985 1985,PLS,non
No 329,10 mars 1985 1985,AdI,liberté de vote
No 329,10 mars 1985 1985,PEV,non
No 329,10 mars 1985 1985,PCS,none
No 329,10 mars 1985 1985,PST,oui
No 329,10 mars 1985 1985,POCH,oui
No 329,10 mars 1985 1985,PES,none
No 329,10 mars 1985 1985,DS,non
No 329,10 mars 1985 1985,UDF,non
No 329,10 mars 1985 1985,PSL,non
No 329,10 mars 1985 1985,Lega,none
No 330,9 juin 1985 1985,PRD,non
No 330,9 juin 1985 1985,PDC,oui
No 330,9 juin 1985 1985,PS,non
No 330,9 juin 1985 1985,UDC,non
No 330,9 juin 1985 1985,PLS,non
No 330,9 juin 1985 1985,AdI,non
No 330,9 juin 1985 1985,PEV,oui
No 330,9 juin 1985 1985,PCS,none
No 330,9 juin 1985 1985,PST,non
No 330,9 juin 1985 1985,POCH,non
No 330,9 juin 1985 1985,PES,none
No 330,9 juin 1985 1985,DS,oui
No 330,9 juin 1985 1985,UDF,oui
No 330,9 juin 1985 1985,PSL,oui
No 330,9 juin 1985 1985,Lega,none
No 331,9 juin 1985 1985,PRD,oui
No 331,9 juin 1985 1985,PDC,oui
No 331,9 juin 1985 1985,PS,oui
No 331,9 juin 1985 1985,UDC,oui
No 331,9 juin 1985 1985,PLS,oui
No 331,9 juin 1985 1985,AdI,oui
No 331,9 juin 1985 1985,PEV,oui
No 331,9 juin 1985 1985,PCS,none
No 331,9 juin 1985 1985,PST,non
No 331,9 juin 1985 1985,POCH,non
No 331,9 juin 1985 1985,PES,none
No 331,9 juin 1985 1985,DS,liberté de vote
No 331,9 juin 1985 1985,UDF,oui
No 331,9 juin 1985 1985,PSL,non
No 331,9 juin 1985 1985,Lega,none
No 332,9 juin 1985 1985,PRD,oui
No 332,9 juin 1985 1985,PDC,oui
No 332,9 juin 1985 1985,PS,oui
No 332,9 juin 1985 1985,UDC,oui
No 332,9 juin 1985 1985,PLS,oui
No 332,9 juin 1985 1985,AdI,oui
No 332,9 juin 1985 1985,PEV,oui
No 332,9 juin 1985 1985,PCS,none
No 332,9 juin 1985 1985,PST,non
No 332,9 juin 1985 1985,POCH,non
No 332,9 juin 1985 1985,PES,none
No 332,9 juin 1985 1985,DS,liberté de vote
No 332,9 juin 1985 1985,UDF,oui
No 332,9 juin 1985 1985,PSL,non
No 332,9 juin 1985 1985,Lega,none
No 333,9 juin 1985 1985,PRD,oui
No 333,9 juin 1985 1985,PDC,oui
No 333,9 juin 1985 1985,PS,oui
No 333,9 juin 1985 1985,UDC,non
No 333,9 juin 1985 1985,PLS,oui
No 333,9 juin 1985 1985,AdI,oui
No 333,9 juin 1985 1985,PEV,oui
No 333,9 juin 1985 1985,PCS,none
No 333,9 juin 1985 1985,PST,non
No 333,9 juin 1985 1985,POCH,non
No 333,9 juin 1985 1985,PES,none
No 333,9 juin 1985 1985,DS,non
No 333,9 juin 1985 1985,UDF,non
No 333,9 juin 1985 1985,PSL,non
No 333,9 juin 1985 1985,Lega,none
No 334,22 septembre 1985 1985,PRD,oui
No 334,22 septembre 1985 1985,PDC,oui
No 334,22 septembre 1985 1985,PS,oui
No 334,22 septembre 1985 1985,UDC,non
No 334,22 septembre 1985 1985,PLS,oui
No 334,22 septembre 1985 1985,AdI,oui
No 334,22 septembre 1985 1985,PEV,oui
No 334,22 septembre 1985 1985,PCS,none
No 334,22 septembre 1985 1985,PST,oui
No 334,22 septembre 1985 1985,POCH,oui
No 334,22 septembre 1985 1985,PES,none
No 334,22 septembre 1985 1985,DS,non
No 334,22 septembre 1985 1985,UDF,non
No 334,22 septembre 1985 1985,PSL,non
No 334,22 septembre 1985 1985,Lega,none
No 335,22 septembre 1985 1985,PRD,non
No 335,22 septembre 1985 1985,PDC,oui
No 335,22 septembre 1985 1985,PS,oui
No 335,22 septembre 1985 1985,UDC,non
No 335,22 septembre 1985 1985,PLS,non
No 335,22 septembre 1985 1985,AdI,oui
No 335,22 septembre 1985 1985,PEV,non
No 335,22 septembre 1985 1985,PCS,none
No 335,22 septembre 1985 1985,PST,oui
No 335,22 septembre 1985 1985,POCH,non
No 335,22 septembre 1985 1985,PES,oui
No 335,22 septembre 1985 1985,DS,non
No 335,22 septembre 1985 1985,UDF,non
No 335,22 septembre 1985 1985,PSL,non
No 335,22 septembre 1985 1985,Lega,none
No 336,22 septembre 1985 1985,PRD,oui
No 336,22 septembre 1985 1985,PDC,oui
No 336,22 septembre 1985 1985,PS,oui
No 336,22 septembre 1985 1985,UDC,oui
No 336,22 septembre 1985 1985,PLS,non
No 336,22 septembre 1985 1985,AdI,oui
No 336,22 septembre 1985 1985,PEV,oui
No 336,22 septembre 1985 1985,PCS,none
No 336,22 septembre 1985 1985,PST,oui
No 336,22 septembre 1985 1985,POCH,oui
No 336,22 septembre 1985 1985,PES,oui
No 336,22 septembre 1985 1985,DS,non
No 336,22 septembre 1985 1985,UDF,non
No 336,22 septembre 1985 1985,PSL,non
No 336,22 septembre 1985 1985,Lega,none
No 337,1 décembre 1985 1985,PRD,non
No 337,1 décembre 1985 1985,PDC,non
No 337,1 décembre 1985 1985,PS,non
No 337,1 décembre 1985 1985,UDC,non
No 337,1 décembre 1985 1985,PLS,non
No 337,1 décembre 1985 1985,AdI,oui
No 337,1 décembre 1985 1985,PEV,non
No 337,1 décembre 1985 1985,PCS,none
No 337,1 décembre 1985 1985,PST,liberté de vote
No 337,1 décembre 1985 1985,POCH,oui
No 337,1 décembre 1985 1985,PES,oui
No 337,1 décembre 1985 1985,DS,oui
No 337,1 décembre 1985 1985,UDF,oui
No 337,1 décembre 1985 1985,PSL,non
No 337,1 décembre 1985 1985,Lega,none
No 338,16 mars 1986 1986,PRD,oui
No 338,16 mars 1986 1986,PDC,oui
No 338,16 mars 1986 1986,PS,oui
No 338,16 mars 1986 1986,UDC,non
No 338,16 mars 1986 1986,PLS,non
No 338,16 mars 1986 1986,AdI,oui
No 338,16 mars 1986 1986,PEV,non
No 338,16 mars 1986 1986,PCS,none
No 338,16 mars 1986 1986,PST,oui
No 338,16 mars 1986 1986,POCH,oui
No 338,16 mars 1986 1986,PES,oui
No 338,16 mars 1986 1986,DS,non
No 338,16 mars 1986 1986,Rep.,non
No 338,16 mars 1986 1986,UDF,non
No 338,16 mars 1986 1986,PSL,none
No 338,16 mars 1986 1986,Lega,none
No 339.1,16 mars 1986 1986,PRD,non
No 339.1,16 mars 1986 1986,PDC,non
No 339.1,16 mars 1986 1986,PS,oui
No 339.1,16 mars 1986 1986,UDC,oui
No 339.1,16 mars 1986 1986,PLS,non
No 339.1,16 mars 1986 1986,AdI,non
No 339.1,16 mars 1986 1986,PEV,oui
No 339.1,16 mars 1986 1986,PCS,none
No 339.1,16 mars 1986 1986,PST,oui
No 339.1,16 mars 1986 1986,POCH,oui
No 339.1,16 mars 1986 1986,PES,oui
No 339.1,16 mars 1986 1986,DS,non
No 339.1,16 mars 1986 1986,Rep.,non
No 339.1,16 mars 1986 1986,UDF,non
No 339.1,16 mars 1986 1986,PSL,none
No 339.1,16 mars 1986 1986,Lega,none
No 339.2,16 mars 1986 1986,PRD,oui
No 339.2,16 mars 1986 1986,PDC,oui
No 339.2,16 mars 1986 1986,PS,blanc
No 339.2,16 mars 1986 1986,UDC,oui
No 339.2,16 mars 1986 1986,PLS,non
No 339.2,16 mars 1986 1986,AdI,blanc
No 339.2,16 mars 1986 1986,PEV,oui
No 339.2,16 mars 1986 1986,PCS,none
No 339.2,16 mars 1986 1986,PST,non
No 339.2,16 mars 1986 1986,POCH,blanc
No 339.2,16 mars 1986 1986,PES,non
No 339.2,16 mars 1986 1986,DS,non
No 339.2,16 mars 1986 1986,Rep.,non
No 339.2,16 mars 1986 1986,UDF,non
No 339.2,16 mars 1986 1986,PSL,none
No 339.2,16 mars 1986 1986,Lega,none
No 340,28 septembre 1986 1986,PRD,non
No 340,28 septembre 1986 1986,PDC,non
No 340,28 septembre 1986 1986,PS,oui
No 340,28 septembre 1986 1986,UDC,non
No 340,28 septembre 1986 1986,PLS,non
No 340,28 septembre 1986 1986,AdI,non
No 340,28 septembre 1986 1986,PEV,non
No 340,28 septembre 1986 1986,PCS,none
No 340,28 septembre 1986 1986,PST,oui
No 340,28 septembre 1986 1986,POCH,oui
No 340,28 septembre 1986 1986,PES,non
No 340,28 septembre 1986 1986,DS,non
No 340,28 septembre 1986 1986,Rep.,non
No 340,28 septembre 1986 1986,UDF,non
No 340,28 septembre 1986 1986,PSL,none
No 340,28 septembre 1986 1986,Lega,none
No 341,28 septembre 1986 1986,PRD,oui
No 341,28 septembre 1986 1986,PDC,oui
No 341,28 septembre 1986 1986,PS,liberté de vote
No 341,28 septembre 1986 1986,UDC,oui
No 341,28 septembre 1986 1986,PLS,oui
No 341,28 septembre 1986 1986,AdI,non
No 341,28 septembre 1986 1986,PEV,oui
No 341,28 septembre 1986 1986,PCS,none
No 341,28 septembre 1986 1986,PST,non
No 341,28 septembre 1986 1986,POCH,non
No 341,28 septembre 1986 1986,PES,liberté de vote
No 341,28 septembre 1986 1986,DS,liberté de vote
No 341,28 septembre 1986 1986,Rep.,oui
No 341,28 septembre 1986 1986,UDF,oui
No 341,28 septembre 1986 1986,PSL,none
No 341,28 septembre 1986 1986,Lega,none
No 342,7 décembre 1986 1986,PRD,oui
No 342,7 décembre 1986 1986,PDC,oui
No 342,7 décembre 1986 1986,PS,oui
No 342,7 décembre 1986 1986,UDC,oui
No 342,7 décembre 1986 1986,PLS,non
No 342,7 décembre 1986 1986,AdI,oui
No 342,7 décembre 1986 1986,PEV,oui
No 342,7 décembre 1986 1986,PCS,none
No 342,7 décembre 1986 1986,PST,oui
No 342,7 décembre 1986 1986,POCH,oui
No 342,7 décembre 1986 1986,PES,oui
No 342,7 décembre 1986 1986,DS,oui
No 342,7 décembre 1986 1986,Rep.,non
No 342,7 décembre 1986 1986,UDF,oui
No 342,7 décembre 1986 1986,PSL,none
No 342,7 décembre 1986 1986,Lega,none
No 343,7 décembre 1986 1986,PRD,non
No 343,7 décembre 1986 1986,PDC,non
No 343,7 décembre 1986 1986,PS,oui
No 343,7 décembre 1986 1986,UDC,non
No 343,7 décembre 1986 1986,PLS,non
No 343,7 décembre 1986 1986,AdI,oui
No 343,7 décembre 1986 1986,PEV,oui
No 343,7 décembre 1986 1986,PCS,none
No 343,7 décembre 1986 1986,PST,oui
No 343,7 décembre 1986 1986,POCH,oui
No 343,7 décembre 1986 1986,PES,oui
No 343,7 décembre 1986 1986,DS,oui
No 343,7 décembre 1986 1986,Rep.,non
No 343,7 décembre 1986 1986,UDF,non
No 343,7 décembre 1986 1986,PSL,none
No 343,7 décembre 1986 1986,Lega,none
No 344,12 juin 1987 1987,PRD,oui
No 344,12 juin 1987 1987,PDC,oui
No 344,12 juin 1987 1987,PS,non
No 344,12 juin 1987 1987,UDC,oui
No 344,12 juin 1987 1987,PLS,oui
No 344,12 juin 1987 1987,AdI,non
